frame_index,timestamp_ms,left_knee_2d,right_knee_2d,left_hip_2d,right_hip_2d,left_knee_3d,right_knee_3d,left_hip_3d,right_hip_3d,left_knee_2d_smoothed,right_knee_2d_smoothed
293,4885,42.70612625340239,46.80843275734073,46.4890988814769,40.274061956737924,69.92812350017329,66.85161350847876,69.47624641747439,65.08185840627178,41.57567728828443,45.56637051025346
294,4902,43.89862851791191,48.11470479216704,47.85013454111479,41.26229187228657,71.59084252810571,68.13789094279687,69.85951552153382,65.39088900965425,42.219489346033555,46.44094435608025
295,4918,45.05079516901744,49.812912696414905,48.807171363369626,43.42223443963577,72.38996339017984,69.33822367579606,69.76778502153066,66.30631675917365,42.98462351075223,47.322128417132284
296,4935,46.42778792771406,50.90173097037141,50.55917844700314,44.9310158087476,74.3717313672215,70.47147093241806,70.80095914716478,67.64016208592216,43.953952959642905,48.2319672556179
297,4952,47.42203401806791,51.94344182303236,51.86158866596061,46.21651995729447,74.77689158593627,70.81019293153491,71.54201592794742,68.64601030876617,45.101074377222744,49.51624460786529
298,4968,49.586316763720376,54.12642949552185,52.961261477497516,48.91887310593977,77.34325844901876,72.44123674842184,72.5273778218913,69.23665934479895,46.47711247928633,50.97984395550151
299,4985,51.040976198403854,54.81567337996049,54.34024867998301,50.76258769078731,78.93035145527845,73.87685106303893,74.39470851109256,70.83042704154799,47.905582015384724,52.32003767306021
300,5002,52.03297085755183,55.65012134489308,55.95720868837161,53.11037309363847,81.85108852161189,79.63311896965118,80.1067636865426,78.10905744831555,49.302017153091604,53.487479402755845
301,5018,53.48532569554962,56.43879170614438,57.45980102610812,54.47803219225358,84.65215677854916,82.38150099767297,81.7844769243306,81.60460556077685,50.71352470665872,54.594891549910436
302,5035,55.69135921220066,57.773641600168276,59.45302843572957,56.84030474403914,87.28469860991022,85.85915480576483,83.94656923407425,85.56966295030571,52.36738974548526,55.76093150533761
303,5052,59.27939680669521,59.19962734666491,62.34754911680318,58.654381956973765,89.90377731489072,91.19020046249418,86.06561094500675,90.78383522015501,54.30600575408024,56.77557107556622
304,5069,62.75753329678443,62.51345423770929,64.9758941542194,61.88539325518728,90.89012942045376,96.59392859736663,90.09808863126044,96.52513306147742,56.649317173756344,58.315127247115996
305,5085,64.50860849152893,63.53606539903212,67.54207476321865,64.20584460854991,92.53681011119478,97.00442482128327,93.15484843967549,97.00415238894563,59.14444470055177,59.8923160579438
306,5102,66.03515782893032,65.05735565992406,69.78610503693871,66.0188105474134,93.82295159315116,99.22860120280495,95.28761787504249,100.00359780432397,61.65441112722791,61.61602884869973
307,5119,67.19390436819988,66.3055745103613,71.19402148530739,67.67126136977211,93.71869499715962,98.94479281605285,96.30118907284617,100.94609442846013,63.954920158427754,63.32241543073833
308,5135,68.8970368104517,68.12519650171183,72.9405744026686,69.88398151477821,94.71902081574703,100.19667010837253,98.01548044179572,102.634663752962,65.87844815917904,65.10752926174771
309,5152,71.33714688455623,70.48282938634266,75.65333110477009,71.69940368933212,99.79358381952075,100.95840068703397,102.36949424553585,105.46503401755469,67.59437087673341,66.7014042914744
310,5169,73.70343694497419,73.49176661359172,78.3987622276859,74.89498927698963,104.41756746096016,103.39153172253671,107.70203836640823,109.6968793354462,69.43333656742247,68.69254453438631
311,5185,76.89402285959056,76.37943527155663,81.8009227893968,77.519401450059,110.13422107285741,105.0725857548658,112.12313076377785,112.40625283047697,71.60510957355451,70.95696045671284
312,5202,79.8504132643991,80.69646206261348,85.35927648210127,80.28331802827556,115.09386459609941,106.58617649984076,115.52701078929726,113.78361454328675,74.13641135279435,73.83513796716326
313,5219,84.16039527314192,84.77487794216329,89.42228248100403,83.09160085421995,120.84693444073817,108.94066877954613,119.78718985676238,115.71995000826495,77.18908304533241,77.16507425525356
314,5235,88.75173288057537,87.3565289510244,94.29070818705588,85.30969672030228,123.55134140743434,110.34011931442535,122.28040117108263,117.62648402659279,80.67200024453624,80.5398141681899
315,5252,92.77975127199608,89.34196640172175,98.24469345385451,87.78982065573523,124.82460924231708,110.69737189818464,124.11791921372586,118.8324001495674,84.4872631099406,83.70985412581592
316,5269,96.88126307353133,92.94858678878616,101.89940319173712,90.90506510000496,126.10737972522121,114.63657969029146,125.71757267016095,121.53411991787966,88.48471115272875,87.02368442926182
317,5285,103.22764832741302,98.93001471695563,106.72053324321982,95.05535909600178,129.53940604823518,118.43717069250039,128.4245107515195,124.48570359855502,93.16015816533154,90.67039496013024
318,5302,108.07264085471424,105.89776559728489,111.04848124334401,100.49723562361532,134.43416410031233,125.42441009598629,132.77746611971008,129.23459919234054,97.942607281646,94.89497249115456
319,5319,111.27102171187478,110.96119785149385,114.82680914949596,104.95355992214347,138.26246754946095,132.3545343807227,136.4294050242317,133.82418526534462,102.44646504790589,99.61590627124846
320,5335,116.85228029851207,114.19932844375131,119.57769858143608,109.0920368413393,141.46850950177563,137.94233825054036,139.77069977345815,138.10950298828303,107.26097085320907,104.58737867965438
321,5352,121.88329789629785,120.36641026896454,123.74986038050395,114.97478228951384,144.71642574659862,142.71922663974888,143.19866657617135,142.5602811073478,112.26137781776238,110.07094337569004
322,5369,126.89912072253455,135.10628453680252,130.066961821175,125.30840125063148,150.44642134625667,152.50086025653383,149.15733795838034,149.5563742200368,116.9956722967867,117.30619733965943
323,5385,131.7489344637323,140.76497181702513,135.490070578451,130.3505492459859,153.28652723791654,156.8539587149263,153.2166591791925,152.03858699873683,121.73093101859031,124.2796385836075
324,5402,136.43958642895836,146.51533376051523,139.70869438891515,134.73210585602666,155.01453833170825,159.03504439367177,155.35529184447512,152.65604237623663,126.76464396200704,131.39046576541176
325,5419,139.17721862461187,152.68989883314345,142.6591040559714,139.31161678250342,155.8297042688384,160.29968242309732,157.37600827941114,153.53962305241706,131.22963162722698,139.08857984329015
326,5435,141.911160152116,162.17234975517027,144.8100757360019,145.4205734014224,156.0531047798094,163.01993048535653,156.89038424868042,155.3763097868313,135.2352040783906,147.44976774053129
327,5452,144.29842575429032,167.51613594389903,147.11503171083314,149.17326874061254,157.10563927677458,166.881158800582,157.44453724016398,157.7150506681956,138.71506508474175,153.93173802195062
328,5469,148.12200360750433,167.98542064441168,150.23149622085083,150.58987753949378,158.59947929587784,169.76796057750946,159.15125233368917,159.40481321235538,141.9896789134962,159.3758277874279
329,5485,152.07336495874006,170.5965101764457,153.10994257791083,152.96572786467826,159.32247190530722,170.8746927348207,160.40459327544943,160.70342541070576,145.1164346194525,164.192063070614
330,5502,157.12583127753268,172.91837444525322,156.78337755966342,155.75820322142064,160.78325696562078,171.7905945551599,162.68384633757162,161.68292413461768,148.7061571500367,168.23775819303597
331,5519,160.70264641284794,176.30358326680675,159.29161781121957,158.6542898833195,160.0902924908225,171.0070473638,162.74790700060845,161.60277234675618,152.46445440218307,171.06400489536327
332,5535,163.49408195665848,178.18319628567548,161.35693890494224,160.85920009337494,160.65424263733863,171.2528371511613,163.22307216262888,161.92856617376935,156.3035856426567,173.19741696371858
333,5552,164.60665066798347,177.62902511292435,162.67855324654616,163.71506733157463,161.46173027520075,171.57768625452363,163.97310596724773,162.1132314597165,159.60051505475252,175.1261378574211
334,5569,166.7095200001145,175.82371660227577,164.70572843774463,165.41229482252942,163.03635723979406,172.32557673598026,165.5014655618211,162.4136409746588,162.52774606302742,176.17157914258712
335,5585,168.40431333620293,177.43079937488557,166.35972207229122,165.31212975372532,163.8161755709866,170.99906793674867,166.00735185413635,162.04681089444733,164.78344247476144,177.0740641285136
336,5602,170.10870550264013,177.94440846840115,168.41185168240597,165.92748406843663,164.62823608082255,171.08059783346602,166.90288171788893,162.1002900368936,166.6646542927199,177.4022291688325
337,5619,171.78213003067154,177.3526519597069,170.65654674745213,167.51993860222905,164.9689384646179,172.11420289161924,167.19904573548928,162.28793712197506,168.3222639075225,177.23612030363876
338,5635,171.9309793465859,175.0493281732605,171.64508255189233,169.42861181883254,165.01067188385522,173.42661113186944,167.71384823445334,161.96362555173758,169.787129643243,176.72018091570595
339,5652,172.69401497169153,171.4279656643392,172.93469100735203,171.7615378823669,165.63629055278352,174.39790539216347,168.61239953936868,161.52195008172984,170.98402863755842,175.84103072811868
340,5669,173.7832947704983,168.8469562485346,174.0454378048405,174.20189350852874,166.37978082958784,176.342651241989,169.32708819699397,161.34571872121307,172.05982492441748,174.1242621028485
341,5685,174.77997288219518,166.61016071031963,175.34118236639839,176.76023178062957,167.0191053967925,177.00664832087838,170.46014478794092,162.5122095806877,172.9940784003285,171.8574125512322
342,5702,176.57556244610728,166.7290393591121,177.9963419137482,179.0456308683778,167.72654785630664,175.95951959889723,171.34775869151778,163.29121558345574,173.95276488341563,169.73269003111324
343,5719,175.89902792288086,165.44881220584588,178.6997278716307,179.04296851913688,167.06467063211784,175.1172623133693,171.50156270006548,164.0666995458635,174.74637459867463,167.81258683763028
344,5735,176.39918419539174,165.0337819780063,179.7837276649633,177.1301619882768,167.89001927188303,175.30095672207494,172.0060757298356,164.02770135562517,175.48740844341467,166.5337501003637
345,5752,176.71259743489077,163.85148753903164,179.3718348245701,175.77740284019626,167.6206739245449,175.41984958289754,171.9676154192325,164.1375658337878,176.07326897629315,165.5346563584631
346,5769,176.31789154285045,163.47741413347507,179.08072995754605,175.19259448336717,167.25786212482484,175.17887432781225,172.13754770621898,164.25546359253073,176.38085270842424,164.9081070430942
347,5786,176.1427464804863,162.75511636353414,178.161496729196,174.14606732613484,167.5012273139959,175.81103536158227,172.00109319302365,164.29705732323396,176.29428951530002,164.11332244397857
348,5802,176.01079042536472,162.9919657283013,177.69875611503974,173.92696485013082,167.2945832416613,175.97184904029316,172.06767290367983,164.25609129449933,176.3166420157968,163.6219531484697
349,5819,175.85029771499813,162.73102668722743,177.38793292215763,173.4525660391655,167.03813828037792,176.02470247957544,172.01917858053,164.12226343967146,176.20686471971808,163.16140209031394
350,5836,175.9636079337121,163.41071696791235,177.2481768643019,173.44788694588192,166.89166899468057,176.36138871253098,172.28145977487853,163.8307054108406,176.05706681948234,163.07324797609004
351,5852,175.75956199161573,163.38210265532044,177.36875132881102,173.43334088417808,166.80764133284544,176.20430619202446,172.2263373128631,163.887017530321,175.9454009092354,163.0541856804591
352,5869,175.5099317470907,163.20275650603415,177.38749716639023,173.44364811127625,166.71857276146142,176.20342338456794,172.22201067591658,163.68040267237106,175.81883796255627,163.14371370895913
353,5886,175.52600033986687,163.16011579748633,177.20502311691985,172.85511930120913,166.61479687703425,176.38397222641004,172.20770408308834,163.45822167701667,175.72187994545672,163.17734372279614
354,5902,175.869934103318,163.61643624549302,176.94835842764368,172.81500836273628,166.53883030852543,176.38227345250007,172.07837608177783,163.59897296322313,175.72580722312068,163.35442563444926
355,5919,175.82531359515406,163.4327448702174,176.85362704066222,172.57947847373114,166.5319771095982,176.47480511448472,172.01101494113556,163.4694995014433,175.69814835540905,163.35883121491025
356,5936,176.454418769241,164.32490978683552,176.64573702209475,172.62146979387694,166.4977586283199,176.68575142899596,171.6447806385764,163.23677972858638,175.83711971093413,163.5473926412133
357,5952,176.22468500839554,164.09312796570111,176.81566525763807,172.65742466875827,166.4921405822996,176.47623456327906,171.50479365352325,163.27693945749726,175.9800703631951,163.72546693314666
358,5969,176.05590699886068,163.7443292069082,176.96808322475857,172.56979692160888,166.34658069922773,176.59223660422978,171.46911093755784,163.30084861998392,176.08605169499384,163.84230961503107
359,5986,175.92589222861264,163.19944458132875,177.10143138114628,172.409951892909,166.3186669897466,176.8152464719635,171.46189041086964,163.41347066813162,176.09724332005277,163.7589112821982
360,6002,176.03936007221967,163.0278539462562,177.08173684401802,172.2913750715192,166.90568922843963,176.6461945523526,171.6236160364708,163.47723614927258,176.1400526154659,163.67793309740597
361,6019,176.12540503137078,162.8082231286848,177.09134397399376,172.24811430980455,166.85245708283085,176.9122665366636,171.70333533512505,163.22113766142388,176.07424986789187,163.3745957657758
362,6036,176.21428825886795,162.7592036350477,177.16591909160323,172.31093759677788,166.90606321720537,176.77910125316444,171.7539709229414,163.16848917301272,176.07217051798634,163.10781089964513
363,6052,176.21785213565022,162.75940195969213,177.28468613819885,172.44744951869887,166.89366020397924,176.87398698173496,171.71424839219225,162.91346716973538,176.10455954534422,162.9108254502019
364,6069,176.15826353308339,162.50073321031445,177.72540013916088,172.42763719086747,167.03220542006684,177.0015326238256,171.57679434680986,162.8568913486292,176.1510338062384,162.77108317599908
365,6086,175.80721118620994,162.44874939832107,178.29997799094681,172.58857988434147,167.17041590285393,177.02433439710245,171.53224012141462,162.77182364015303,176.10460402903647,162.65526226641202
366,6102,175.7001506938803,162.8624980852784,178.4953631281605,172.97525878636583,167.1654920128088,177.0829736143071,171.35041136311855,162.74246065447483,176.01955316153834,162.66611725773075
367,6119,175.48375130014702,163.31252058610244,179.22760378845527,173.69132678392646,167.07567041572685,176.95559900352117,170.97406315172816,162.65240506293623,175.87344576979416,162.7767806479417
368,6136,174.6140495875807,163.17297273726976,179.6508941011656,174.73129158487276,166.08069553464605,177.35004290955024,170.67976043275817,163.12001648117578,175.55268526018023,162.85949480345724
369,6152,173.85671520549118,163.14002682135492,178.81155363650748,175.14262453314888,165.61784212683185,177.73905202609822,170.0832692608689,162.9191454594004,175.09237559466183,162.98735352566533
370,6169,172.76174415219785,163.54365727497054,177.8260083774368,175.8615129317776,165.00081904585656,177.61256125510792,169.43781765277134,162.3257289808329,174.4832821878594,163.2063351009952
371,6186,170.57689479354485,163.24011974304966,175.9294346693993,176.72522092961506,163.40128983732518,177.73500487628735,167.44435764261775,162.44097315100146,173.45863100779232,163.28185943254948
372,6202,168.0192109129317,163.0027945014276,174.17269162598635,177.75557838829928,163.26542798146355,177.8406161455661,167.37090445183105,162.13689531841,171.96572293034927,163.21991421561452
373,6219,164.91109242711036,163.32737030214753,171.98379210634687,178.43393884313545,162.44646377357927,177.7721918152521,166.65534807599184,162.18578001427306,170.0251314982552,163.25079372859005
374,6236,161.27339362296033,162.83403182031893,169.51666147522056,179.7336969475628,161.76741970107574,177.77080858455838,166.21228916163875,162.05851394333686,167.50846718174904,163.18959472838284
375,6252,157.9466773119161,163.33914614123776,167.63095032265946,179.7340555928569,161.25850757982607,177.62799264396332,166.00124160201372,162.1650640262082,164.54545381369266,163.14869250163628
376,6269,154.88468054855298,164.84237139581535,165.65967872817632,178.3967099798339,160.29931747800077,177.28719705257242,165.55778439780565,162.80144034692756,161.40701096469428,163.46914283218945
377,6286,152.93249034574828,165.85744976966018,164.46612433137318,177.5246379937674,160.13058367074942,176.928006541572,165.56090921376685,163.4510453762368,158.3896668512576,164.04007388583597
378,6302,150.67588377962625,168.35078208461297,163.22892840123717,175.03167141271018,159.63706273540555,176.58550931083195,165.36431061784043,164.14423615390268,155.54262512176078,165.04475624232904
379,6319,149.21094524968467,169.88873744720752,162.13732753067768,174.13088153877524,159.10118649820362,176.1278251181543,164.7964693594422,164.13072835792485,153.13013544710566,166.45569736770676
380,6336,148.30532707086155,171.88773778483798,161.4210068131497,172.19176846047722,158.81537965193473,175.8833636964,164.62818369757323,164.06310527100032,151.20186539889474,168.1654156964268
381,6352,146.968809515003,174.53425567260882,160.6430732562697,170.45403688836885,158.28595368182908,175.28090415560337,164.54309163007773,163.83390159005333,149.6186911921847,170.1037925517855
382,6369,147.13494987741475,177.1600132064742,160.22860211851852,166.1354055585271,158.25610525021975,174.19034022379432,164.37116839507877,163.6367401142301,148.45918309851805,172.3643052391483
383,6386,148.15723726369018,172.6428875414686,160.57386147420314,163.9093168782955,158.2016521800557,173.5617673315789,164.63944855779778,164.0259150145984,147.9554537953308,173.22272633051944
384,6402,148.84067096034062,171.68264802616645,160.77711968182416,163.2177164462115,158.3116652637655,172.83533328487601,164.6148139102208,164.13805814176277,147.88139893746202,173.5815084463112
385,6419,149.17326110664357,172.00256098247584,160.86709422279003,163.50702859423373,158.22730924502292,172.19095656382757,164.41082763612528,164.99211682103206,148.0549857446184,173.60447308583878
386,6436,148.9359239162193,169.06416254174232,160.52587200399157,161.3982961636143,157.95548624387783,170.8768421731622,164.23968647494632,164.98909347368294,148.44840862486166,172.51045445966548
387,6452,149.68585908591197,168.4810664013986,160.59816388454757,160.86130759999043,158.7176698038494,170.6652120722773,164.67007396771183,165.30574505681008,148.95859046656113,170.77466509865036
388,6469,151.7443284699356,167.985631831037,161.48010951363398,159.92587618855276,159.39119482985996,169.64400707938967,164.41425611674973,164.65081986515858,149.6760087078102,169.84321395656406
389,6486,152.33043347461535,167.65593339394627,161.67446155370249,159.85396062650017,160.2366867589426,169.54897811763402,164.4159495033963,165.2063676637788,150.37396121066516,169.03787103012002
390,6503,152.41950540283102,165.26659466834653,161.03865384951402,158.18155469036313,160.25700329208098,169.35794968948554,163.71021746608776,165.4183463321386,151.02321006990263,167.69067776729418
391,6519,153.3479180862961,162.7975140055731,161.20670366744588,156.34657629266528,160.65265502345278,169.3877862094603,164.01958699173764,165.43220383040193,151.905608903918,166.43734806006032
392,6536,153.18677395264564,160.23056498160437,159.48063275131173,154.5047784555478,160.65093601435333,168.96081278045176,162.85967330820586,165.19329682598527,152.60579187726472,164.78724777610148
393,6553,152.49492279768276,155.90857004095636,158.1455836970483,151.61074430419794,159.89292745532023,167.97006336535205,161.29184980529195,164.23949615984253,152.75591074281417,162.37183541808537
394,6569,151.447589017759,152.17758551733064,156.13500964201927,149.18807542160056,159.47382787709674,167.08788215181994,159.53219656694628,163.13530867602765,152.5793418514429,159.27616584276217
395,6586,148.5175627862717,145.66273373865195,152.32003566939397,143.8502108862574,156.33802814284977,162.71194207723508,155.7149380396674,160.65678852678,151.79895332813103,155.35539365682328
396,6603,145.1943865596577,140.54656413282152,147.83200690798049,138.9077905298192,153.55033064486142,158.8513464836973,151.09311052335715,156.41414012622212,150.16824702280334,150.90520368227294
397,6619,142.07464354466487,134.25346076360853,144.2987052653499,132.99819237633662,150.14484503134952,156.6372071420646,147.86406962842045,153.39229713927605,147.9458209412072,145.7097828386738
398,6636,139.1960092129268,126.50328624166916,140.08324573005396,124.98635920222887,145.15213340542323,152.53992017895078,143.48397399872604,147.96341396647023,145.28603822425603,139.82872607881635
399,6653,135.8446212552888,123.59334672941138,135.1569104770574,120.45593029335673,143.52031732697404,150.53676810956378,141.39690088570651,145.03688563116611,142.16544467176195,134.1118783212325
400,6669,131.81377575648938,118.7854846535964,129.47048876433783,114.66177041626298,143.47268211604583,145.55511065622366,138.66137065846635,141.6856921622299,138.8246872658055,128.7364285042214
401,6686,127.64716928301438,109.49273561069319,124.53351796345159,106.05576289632576,140.41706455808776,137.668446568186,133.61502779494865,136.68265441395585,135.31524381047683,122.52566279979574
402,6703,121.59403688292625,102.26317456983328,117.93662811533461,99.0224867108107,134.44287984614374,127.11803218186647,128.34009928971307,129.53969305978677,131.21912247812912,116.12760556104067
403,6719,116.9813545958585,100.30121911310995,113.82358353601956,95.52635426856078,131.72207354880317,122.84379633872739,125.23671509599988,126.84531827637174,126.77619155471548,110.88719213532883
404,6736,115.08609062362223,98.44705254055751,110.01900500964702,91.80589516378957,130.83774856314434,119.57739810061973,122.98298002561697,121.91022145090135,122.62448542838214,105.85793329755806
405,6753,111.90346237017194,94.45188336691889,105.18862247359837,86.62232051927636,129.02850444320308,116.27444944297788,119.90508828943955,117.61370628680406,118.64242275111867,100.99121304022256
406,6769,106.45563850568855,92.85835143272108,100.7207229474882,84.34705864451828,126.55298396091382,114.05275005977971,117.49801753878631,116.47682375658725,114.4041165956535,97.66433620462814
407,6786,100.82557894841534,91.30476248906471,95.80821224395801,82.46247329842959,124.32745757010457,112.4536851525379,115.36885189796082,114.55650024123176,110.25042500875131,95.47265378847443
408,6803,95.09241758785161,89.63391209250337,91.01317216917872,80.29651167381532,123.00925461475337,110.8438896287765,113.57583340245624,111.92704101324678,105.87263760714993,93.33919238435311
409,6819,89.32022952257944,87.0084242734161,86.69020432421351,77.55261721382041,117.96630944714495,108.74380247852804,109.86522216348473,109.71683531130854,100.71946538694138,91.05146673092483
410,6836,84.08236297594269,83.6442893022614,82.42731957600948,74.92245464255762,114.43581599065972,106.15218869667454,105.94866706309539,107.3673220054363,95.15524550809553,88.88994791799333
411,6853,78.80104689099777,79.51647412930117,78.16447719075894,71.63070666985801,110.82802662360194,104.3454897258476,102.81370889101025,105.37642428376815,89.62432718515738,86.22157245730935
412,6869,75.4725581090769,77.2980496908052,75.38372422932689,69.95345758438596,106.94981532961334,103.02440875037112,100.68449473674518,103.5768169939512,84.55372301728968,83.42022989765744
413,6886,72.35320044908565,71.62718218936193,72.94749956923393,66.10241619666735,105.16951291576652,97.98313865373983,97.17756751732415,97.82987580703394,80.00587958953648,79.81888391702915
414,6903,69.59242636071464,68.63383342977673,70.61140176887947,62.992788338658144,102.3027188646852,98.42572987076073,94.62387958404715,96.6462084164941,76.06031895716352,76.14396574830127
415,6919,67.94079140668151,65.45114854816609,68.66876012948998,59.79506857005243,100.65686503589166,95.44478539261054,91.10351337005788,92.27689795892024,72.8320046433113,72.50533759748222
416,6936,65.51852825371607,62.63760372047377,66.30171518075001,57.92860149670236,98.17326756046327,88.48281365900263,88.65908666374479,86.20435911620024,70.17550091585494,69.12956351571674
417,6953,61.98079265101437,57.78705803859435,63.4309578620033,54.35905235592646,95.80056076410109,83.09149510487661,86.07643193736112,80.87528406260387,67.47714782424245,65.22736518527458
418,6969,59.45737591992042,57.043124218533514,60.94700820783004,52.619608319377896,92.49589806677685,78.67979677196014,82.82514766735183,76.09492308570631,64.8979829184094,62.3105535911089
419,6986,55.66049648223523,54.3284511758855,57.953491939964614,49.50788706907009,90.11905907190994,76.78850251195652,80.68725671458643,74.18286718622718,62.111596942713525,59.44947714033064
420,7003,51.34290139742611,52.76693069949066,54.917358442828615,47.665994272409606,82.63896792252628,73.26235607344802,75.65048138829397,72.46317323431651,58.79201894086244,56.91263357059556
421,7019,49.61957525014171,50.202749999717675,53.60982003745483,46.13854784512707,79.82980951535068,71.4732370733611,74.28429178285845,72.62230146598127,55.61222834014757,54.42566282644434
422,7036,48.133335268879975,48.98532048958688,52.832260924316884,45.320077937332414,78.12633081450807,70.51159823373354,73.49907224984648,71.41689765075982,52.84273686372069,52.66531531664284
423,7053,46.41086878540254,47.01083054290428,51.83134105687298,44.85608583832901,75.23147441874761,65.64615885421767,72.30567943074061,67.46350828976611,50.23343543681712,50.65885658151699
424,7069,44.74515068395077,44.45577950258155,50.9981863516445,42.88700765210742,73.73141248580912,64.04311294896453,71.54354871736057,67.38467949011213,48.05036627716023,48.68432224685621
425,7086,43.330964459013146,42.69553911728131,50.040589657314975,42.01299117031838,72.38673257468457,62.204186136095906,70.48000033763002,66.51462048203074,46.44797888947763,46.67004393041434
426,7103,42.275266112896716,42.0061076624272,49.22660354406495,41.3814783538017,70.99439574566577,61.40916708060875,70.6036796538699,66.25237042652448,44.97911706202863,45.030715462956245
427,7119,41.41635347122185,41.62057251888585,48.68081986343477,41.069226351517685,68.84408694674548,61.58927572541462,69.98085891883989,66.40961273873319,43.635720702497,43.557765868816034
428,7136,40.54253092748864,40.0860446307017,47.68205810786026,40.62710540894902,69.02092289297005,60.767385270426615,69.73553080521278,65.91100942819419,42.46205313091423,42.17280868637552
429,7153,39.89783568333762,39.36012147353026,47.428002393180726,39.6638726191583,67.82207667627367,60.93922315481571,69.38547402855679,65.32986917449767,41.4925901307916,41.15367708056526
430,7169,39.216854909791216,39.047689199853785,47.07968002874583,39.03883147898205,66.90916310864263,60.532119707378854,68.38554739282074,64.4172371918904,40.669768220947205,40.424107097079755
431,7186,38.8582377765157,39.27671167787683,46.79996900593495,39.12730082380165,66.50449233570961,61.03351618626291,68.53487931116486,64.80093146013762,39.98636255367101,39.878227900169676
432,7203,38.44013466180343,39.24317887725947,46.497951566500255,38.97474112563121,66.3800241366448,60.91459584516203,68.76366435163585,64.31628170813376,39.39111879178732,39.40274917184441
433,7220,38.407222868037664,39.418432803653495,46.34868766390225,38.931628973352794,66.09856538028201,60.24009795664733,68.34722808766762,63.71929486186915,38.964057179897125,39.269226806434766
434,7236,38.577906337150885,39.61961953213268,46.430313420692514,38.90242104593337,66.06344350945638,61.79098821137334,68.16366991627308,64.0262802098751,38.70007131065978,39.32112641815525
435,7253,38.585552673629174,39.43155003526361,46.562401533045275,38.67475757133765,65.53637524382124,61.516898027105455,68.29968823715407,63.77476377347271,38.57381086342737,39.397898585237215
436,7270,38.79367975409853,39.57223929785184,46.67350438343296,39.07579051751058,65.99728248668595,61.943309917351186,68.82861964753761,64.32231004421962,38.560899258943934,39.457004109232216
437,7286,38.886601037788765,39.78928084026584,47.05604830559534,39.07788834258226,65.97209251864423,62.34771987851647,69.12428968574693,64.68830838784912,38.650192534141,39.56622450183349
438,7303,39.30408751323621,39.83664717034678,47.47270009431397,39.276481291404714,66.06476978767316,63.40742707121443,69.08346045751794,65.30765622453302,38.829565463180714,39.64986737517215
439,7320,39.96036648099697,40.83488122762664,47.89637522810971,40.49952550972352,67.21189596705604,64.22001728756071,69.09971674412317,65.9124165508266,39.10605749194993,39.892919714270946
440,7336,40.5272095255099,41.46014065115251,48.434574158619384,41.01135326236617,67.55121276053127,63.6413184461994,68.77973356909571,65.58286115676782,39.494388862326076,40.298637837448716
441,7353,40.973553216472794,42.042379512513016,49.04018857804331,41.429177737112994,67.83554237736911,63.40609149048885,69.12992939737377,65.74057359638908,39.930363554800934,40.79266588038096
442,7370,41.22079622992105,42.52734780241082,49.5769722223066,41.650058996430694,68.29939562619437,62.23147224619548,69.57081508448911,65.58392698932764,40.397202593227384,41.34027927280995
443,7386,41.41366034109591,42.77329416861615,50.04455969687563,41.134686990412,68.22341673000814,62.4602298017808,69.62016264394045,65.85395257663498,40.81911715879933,41.927608672463826
444,7403,42.279153021030375,43.54545880207929,51.71772311136793,42.55362172340043,68.88848213712865,62.65531160659735,70.30469897576708,66.4965504603932,41.28287446680601,42.46972418735436
445,7420,43.48605518957195,44.760540032201355,53.68025731222817,44.00083888680403,69.36743804498354,63.401688885801825,71.28252190424006,66.91652539318676,41.87464359961841,43.12980406356412
446,7436,45.50715278633586,46.15382613605723,55.83127474599816,45.82030672876201,69.65696016073665,64.47263292938563,73.13662034513276,67.35594328054303,42.781363513591025,43.95209338827297
447,7453,47.84680384097538,47.55125029097086,57.68173851013171,47.38895047318312,71.09685448855625,66.73550144121194,74.36663765327107,69.33266344574076,44.10656503580189,44.95687388598498
448,7470,50.25994391373971,48.91164575689864,59.43086086900289,49.22134341284729,73.1275611804089,70.30452415913163,75.91569675649792,72.80305873870302,45.87582175033065,46.18454420364148
449,7486,51.85208825270767,49.807071327740154,61.413228909123504,51.34902036310612,76.27577011087237,71.88006487093136,78.90633077900104,74.34376718032199,47.790408796666114,47.43686670877365
450,7503,53.90448787839957,51.88148285731684,63.48994429766035,53.632687704723324,81.2288396559137,74.42926155639628,82.18564880031396,77.9600657375554,49.87409533443164,48.86105527379675
451,7520,56.01970136178342,53.44744945125666,65.76507652476755,56.59142543026653,84.24634667744618,79.41431928817732,85.01564464109464,83.42482586919182,51.976605049521154,50.31977993683663
452,7536,59.415924501301035,55.07900287352485,68.76365911967422,59.08083791873284,88.88470862193796,85.35195737883164,89.38053680857911,89.9779102898287,54.29042918158628,51.82533045334743
453,7553,61.728444137631975,55.9101052507824,71.57501152518684,61.65359829789647,90.4370435464927,88.67788105458241,90.69951196456041,95.06882530249237,56.58412922636474,53.22502235212418
454,7570,63.70448099002251,58.06542083074422,74.09782676937009,64.58596481178323,90.50233916539774,91.34056744956133,92.58916783527074,99.83551827194162,58.954607773827696,54.876692252725
455,7586,65.37054957258378,60.43053888189628,76.06344754975794,67.6290720476888,92.90042579917774,91.91917566282378,97.22288012193455,101.25395235050887,61.24782011266454,56.58650345764088
